SK_ID_CURR,application_date,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
118515,2/26/2018,0,Cash loans,F,N,Y,2,90000.0,239850.0,28462.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-11719,-772,-2517,-935,,1,1,1,1,0,0,Cooking staff,4.0,2,2,MONDAY,13,0,0,0,0,1,1,Medicine,,0.599745483,0.425892898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
109733,1/30/2018,0,Cash loans,M,Y,Y,2,112500.0,729792.0,30807.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006207,-13382,-5926,-224,-4011,17.0,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Self-employed,,0.195856145,0.307736696,0.2423,0.1036,0.9836,0.7756,0.0263,0.08,0.0345,0.3333,0.375,0.0,0.1975,0.0697,0.0,0.0,0.2468,0.1075,0.9831,0.7779,0.0248,0.0806,0.0345,0.3333,0.375,0.0,0.2158,0.0685,0.0,0.0,0.2446,0.1036,0.9836,0.7786,0.0265,0.08,0.0345,0.3333,0.375,0.0,0.2009,0.071,0.0,0.0,reg oper account,block of flats,0.0837,"Stone, brick",No,4.0,0.0,4.0,0.0,-1150.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
121533,3/7/2018,0,Cash loans,M,N,N,0,112500.0,547344.0,18216.0,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-23414,365243,-8001,-4888,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.527761533,0.820382959,0.0928,,0.9806,,,0.0,0.2069,0.1667,,0.0812,,0.0813,,0.0132,0.0945,,0.9806,,,0.0,0.2069,0.1667,,0.083,,0.0847,,0.0139,0.0937,,0.9806,,,0.0,0.2069,0.1667,,0.0826,,0.0828,,0.0134,,block of flats,0.0693,"Stone, brick",No,0.0,0.0,0.0,0.0,-1603.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120453,3/4/2018,0,Revolving loans,F,N,Y,0,137997.0,135000.0,6750.0,135000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.01452,-11741,-1622,-1631,-1632,,1,1,1,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,15,1,1,0,1,1,0,Trade: type 3,0.342481269,0.593836307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
132312,4/9/2018,0,Cash loans,F,Y,Y,1,180000.0,980005.5,35329.5,846000.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.035792,-12563,-1940,-6555,-3503,10.0,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,15,0,0,0,0,0,0,Security Ministries,0.523390551,0.119840207,0.636376171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-460.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
108676,1/27/2018,0,Cash loans,M,N,N,1,112500.0,49752.0,5220.0,45000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.006207,-14144,-1087,-7892,-4684,,1,1,1,1,1,0,Security staff,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Security,,0.49159459,0.157594999,0.0186,0.0116,0.9841,0.7824,0.003,0.0,0.1034,0.0417,0.0833,0.0194,0.0151,0.0174,0.0,0.0,0.0189,0.012,0.9841,0.7909,0.0031,0.0,0.1034,0.0417,0.0833,0.0198,0.0165,0.0181,0.0,0.0,0.0187,0.0116,0.9841,0.7853,0.0031,0.0,0.1034,0.0417,0.0833,0.0197,0.0154,0.0177,0.0,0.0,reg oper account,block of flats,0.0158,"Stone, brick",No,6.0,0.0,6.0,0.0,-499.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
111987,2/6/2018,0,Cash loans,F,N,Y,0,382500.0,247275.0,17716.5,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-24686,365243,-18761,-4643,,1,0,0,1,0,0,,2.0,1,1,FRIDAY,17,0,0,0,0,0,0,XNA,,0.731194214,0.758393062,0.1237,0.1357,0.9712,,,0.16,0.1379,0.375,,0.2775,,0.1643,,0.1471,0.1261,0.1408,0.9712,,,0.1611,0.1379,0.375,,0.2839,,0.1712,,0.1557,0.1249,0.1357,0.9712,,,0.16,0.1379,0.375,,0.2824,,0.1673,,0.1501,,block of flats,0.1612,"Stone, brick",No,0.0,0.0,0.0,0.0,-610.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
106588,1/21/2018,0,Cash loans,M,N,Y,0,108000.0,891000.0,29443.5,891000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.005084,-22615,-5227,-3948,-3959,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,10,0,0,0,0,1,1,Other,,0.461444027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,-167.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100528,1/2/2018,0,Cash loans,F,N,Y,1,90000.0,675000.0,19867.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-14608,-4624,-514,-6085,,1,1,0,1,0,0,,3.0,3,3,FRIDAY,6,0,0,0,0,1,1,Medicine,,0.527756083,0.572682505,0.0082,,,0.7008,0.0014,,,0.0417,,,,0.0063,,,0.0084,,,0.7125,0.0014,,,0.0417,,,,0.0066,,,0.0083,,,0.7048,0.0014,,,0.0417,,,,0.0064,,,,,0.0057,,No,1.0,0.0,1.0,0.0,-1218.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
156102,6/22/2018,0,Revolving loans,M,N,Y,1,103500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-11515,-1411,-2969,-2033,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,11,0,0,0,1,1,0,Industry: type 6,0.165407726,0.512365479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
149772,6/3/2018,0,Cash loans,F,N,N,0,72000.0,269550.0,14751.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010147,-20790,365243,-9148,-2005,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,,0.360471857,0.384206813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-543.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
148712,5/30/2018,0,Cash loans,F,N,Y,0,45000.0,545040.0,20677.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18563,-497,-5028,-1963,,1,1,0,1,0,0,Waiters/barmen staff,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Medicine,,0.481958031,0.612704244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
107094,1/22/2018,0,Cash loans,F,Y,Y,0,157500.0,825588.0,82620.0,765000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-9896,-3214,-1627,-2574,5.0,1,1,1,1,1,0,Private service staff,2.0,3,3,MONDAY,13,0,0,0,0,1,1,Services,0.495609695,0.585572093,0.218859082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-254.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
141563,5/8/2018,0,Cash loans,M,Y,Y,1,180000.0,324216.0,23589.0,256500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,-13564,-868,-1396,-5174,4.0,1,1,1,1,0,0,Drivers,3.0,2,2,THURSDAY,16,0,0,0,0,1,1,Government,0.374304505,0.485873719,,0.0928,0.1038,0.9856,0.8028,0.0135,0.0,0.2069,0.1667,0.2083,0.0,0.0723,0.0526,0.0154,0.0883,0.0945,0.1077,0.9856,0.8105,0.0137,0.0,0.2069,0.1667,0.2083,0.0,0.079,0.0548,0.0156,0.0935,0.0937,0.1038,0.9856,0.8054,0.0136,0.0,0.2069,0.1667,0.2083,0.0,0.0735,0.0535,0.0155,0.0901,reg oper account,block of flats,0.0605,Panel,No,0.0,0.0,0.0,0.0,-2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
121523,3/7/2018,0,Cash loans,F,N,Y,0,157500.0,911079.0,26635.5,760500.0,Family,State servant,Higher education,Widow,House / apartment,0.016612,-17996,-1505,-12092,-1554,,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Government,0.754993156,0.485458576,0.493862882,0.0732,0.0825,0.9781,0.7008,0.0346,0.0,0.1379,0.1667,0.2083,0.047,0.0588,0.067,0.0039,0.0288,0.0746,0.0857,0.9782,0.7125,0.0349,0.0,0.1379,0.1667,0.2083,0.048,0.0643,0.0699,0.0039,0.0305,0.0739,0.0825,0.9781,0.7048,0.0348,0.0,0.1379,0.1667,0.2083,0.0478,0.0599,0.0683,0.0039,0.0294,reg oper account,block of flats,0.0779,"Stone, brick",No,0.0,0.0,0.0,0.0,-1101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
133163,4/12/2018,0,Cash loans,F,Y,N,0,540000.0,450000.0,23692.5,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020713,-12572,-3457,-6722,-4076,13.0,1,1,1,1,0,0,Laborers,1.0,3,2,FRIDAY,10,0,0,0,0,0,0,Services,0.512715715,0.569203093,0.092617171,0.0835,0.1214,0.9901,0.864,0.0932,0.24,0.2069,0.1667,0.2083,0.0,0.0672,0.0867,0.0039,0.0091,0.0851,0.126,0.9901,0.8693,0.094,0.2417,0.2069,0.1667,0.2083,0.0,0.0735,0.0904,0.0039,0.0096,0.0843,0.1214,0.9901,0.8658,0.0938,0.24,0.2069,0.1667,0.2083,0.0,0.0684,0.0883,0.0039,0.0093,reg oper account,block of flats,0.1211,"Stone, brick",No,1.0,0.0,1.0,0.0,-1352.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155188,6/19/2018,0,Cash loans,F,N,N,0,202500.0,599472.0,47493.0,517500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.014464,-12929,-1246,-275,-4238,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,3,0,0,0,0,0,0,Business Entity Type 1,,0.323718919,0.819317692,0.2773,0.1744,0.998,0.966,0.0986,0.24,0.2069,0.375,0.4167,0.2524,0.2261,0.2865,0.0,0.0,0.2826,0.181,0.998,0.9673,0.0995,0.2417,0.2069,0.375,0.4167,0.2582,0.247,0.2985,0.0,0.0,0.28,0.1744,0.998,0.9665,0.0992,0.24,0.2069,0.375,0.4167,0.2568,0.23,0.2916,0.0,0.0,not specified,block of flats,0.2792,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
108460,1/26/2018,0,Revolving loans,M,N,Y,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.020246,-10315,-667,-5004,-2812,,1,1,0,1,1,0,Laborers,1.0,3,3,SATURDAY,13,0,0,0,1,1,0,Construction,0.422006296,0.265119982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-472.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
101165,1/4/2018,1,Revolving loans,F,N,Y,0,157500.0,225000.0,11250.0,225000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.02461,-19862,365243,-6287,-1768,,1,0,0,1,1,0,,1.0,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,0.79166333,0.589430084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
139154,5/1/2018,1,Revolving loans,F,N,Y,1,157500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.002042,-14931,-213,-2261,-4431,,1,1,1,1,0,0,Sales staff,3.0,3,3,FRIDAY,16,1,1,0,1,1,0,Business Entity Type 3,0.360063777,0.46508162,0.367291018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
147059,5/25/2018,0,Cash loans,F,N,Y,1,112500.0,130320.0,10215.0,112500.0,Children,Commercial associate,Higher education,Married,House / apartment,0.030755,-10865,-1010,-449,-839,,1,1,0,1,0,0,Sales staff,3.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,0.246365796,0.696990865,0.456109739,0.0247,0.0356,0.9717,0.6124,0.0135,0.0,0.069,0.0833,0.125,0.0317,0.0202,0.0214,0.0,0.0,0.0252,0.037,0.9717,0.6276,0.0136,0.0,0.069,0.0833,0.125,0.0324,0.022,0.0223,0.0,0.0,0.025,0.0356,0.9717,0.6176,0.0136,0.0,0.069,0.0833,0.125,0.0322,0.0205,0.0218,0.0,0.0,reg oper account,block of flats,0.0242,"Stone, brick",No,4.0,1.0,4.0,1.0,-629.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
136287,4/22/2018,0,Cash loans,F,Y,Y,0,247500.0,327024.0,12456.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-18579,-2984,-10483,-2131,8.0,1,1,0,1,0,0,,2.0,2,2,SATURDAY,11,0,0,0,0,1,1,Government,,0.661167097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
129334,3/31/2018,0,Cash loans,F,N,Y,1,135000.0,73944.0,5485.5,58500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.035792,-12064,-3066,-148,-1923,,1,1,0,1,0,0,HR staff,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.463197684,0.522264749,0.163425695,0.0052,0.0,0.9692,0.4968,0.0,0.0,0.0345,0.0,0.0417,0.016,0.0042,0.0069,0.0,0.0,0.0053,0.0,0.9633,0.5165,0.0,0.0,0.0345,0.0,0.0417,0.0164,0.0046,0.0038,0.0,0.0,0.0052,0.0,0.9692,0.5035,0.0,0.0,0.0345,0.0,0.0417,0.0163,0.0043,0.007,0.0,0.0,not specified,block of flats,0.0028,Others,No,4.0,0.0,4.0,0.0,-1615.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
156483,6/23/2018,0,Cash loans,F,N,Y,2,45000.0,545040.0,20677.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-13727,-2540,-5022,-2704,,1,1,1,1,1,0,Waiters/barmen staff,4.0,3,3,FRIDAY,12,0,0,0,0,0,0,University,0.609807672,0.249024024,0.69562193,0.0165,,0.9771,,,0.0,0.069,0.0417,,0.0082,,0.0146,,0.0,0.0168,,0.9772,,,0.0,0.069,0.0417,,0.0084,,0.0152,,0.0,0.0167,,0.9771,,,0.0,0.069,0.0417,,0.0083,,0.0149,,0.0,,block of flats,0.0206,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125801,3/20/2018,0,Cash loans,F,N,Y,1,135000.0,201024.0,11034.0,144000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00733,-12433,-1321,-165,-4217,,1,1,0,1,0,0,Medicine staff,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,Medicine,0.39168996,0.003686503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,-304.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
151415,6/8/2018,0,Cash loans,F,Y,Y,0,180000.0,855000.0,24997.5,855000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007305,-17421,-358,-4333,-915,14.0,1,1,0,1,1,0,Laborers,2.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.708514215,0.606534206,0.50648424,0.1485,0.1165,0.9856,0.8028,0.0782,0.16,0.1379,0.3333,0.375,0.0579,0.1202,0.1559,0.0039,0.0049,0.1513,0.1209,0.9856,0.8105,0.0789,0.1611,0.1379,0.3333,0.375,0.0592,0.1313,0.1624,0.0039,0.0052,0.1499,0.1165,0.9856,0.8054,0.0787,0.16,0.1379,0.3333,0.375,0.0589,0.1223,0.1587,0.0039,0.005,,block of flats,0.1237,Panel,No,0.0,0.0,0.0,0.0,-1614.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
117763,2/24/2018,0,Cash loans,F,N,Y,1,157500.0,609187.5,29304.0,544500.0,Family,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.032561,-18340,-3087,-7886,-1853,,1,1,0,1,1,0,Cooking staff,3.0,1,1,MONDAY,19,0,0,0,0,0,0,Business Entity Type 3,,0.229431838,0.64797686,,,0.9816,,,0.08,0.069,0.5417,,,,,,,,,0.9816,,,0.0806,0.069,0.5417,,,,,,,,,0.9816,,,0.08,0.069,0.5417,,,,,,,,block of flats,0.078,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
132477,4/10/2018,0,Cash loans,F,Y,Y,1,112500.0,1006920.0,40063.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-14238,-305,-4478,-4299,19.0,1,1,0,1,0,0,Sales staff,3.0,2,2,THURSDAY,14,0,0,0,0,1,1,Self-employed,0.477241345,0.082713364,0.70620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
151165,6/7/2018,0,Cash loans,F,N,Y,1,76500.0,450000.0,23107.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-10644,-998,-4810,-2387,,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Trade: type 3,0.662696117,0.625335103,0.631354537,0.0742,0.0579,0.9742,0.6464,,0.0,0.1379,0.1667,0.2083,0.0352,0.0605,0.0634,0.0,0.0,0.0756,0.0601,0.9742,0.6602,,0.0,0.1379,0.1667,0.2083,0.036,0.0661,0.066,0.0,0.0,0.0749,0.0579,0.9742,0.6511,,0.0,0.1379,0.1667,0.2083,0.0359,0.0616,0.0645,0.0,0.0,reg oper account,block of flats,0.0499,"Stone, brick",No,0.0,0.0,0.0,0.0,-1148.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104484,1/14/2018,1,Cash loans,F,N,Y,0,157500.0,417915.0,45139.5,378000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-12875,-306,-6999,-3657,,1,1,0,1,1,0,,2.0,1,1,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.246354307,0.528497228,,0.2041,0.1479,0.9737,0.6396,0.0556,0.24,0.2069,0.2917,0.3333,0.0,0.1404,0.2413,0.1197,0.2697,0.208,0.1535,0.9737,0.6537,0.0561,0.2417,0.2069,0.2917,0.3333,0.0,0.1534,0.2514,0.1206,0.2855,0.2061,0.1479,0.9737,0.6444,0.056,0.24,0.2069,0.2917,0.3333,0.0,0.1428,0.2456,0.1203,0.2754,reg oper account,block of flats,0.2484,"Stone, brick",No,0.0,0.0,0.0,0.0,-278.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
117256,2/22/2018,0,Cash loans,M,Y,N,1,225000.0,495000.0,26851.5,495000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006305,-12768,-464,-2019,-4218,5.0,1,1,0,1,0,0,Managers,3.0,3,3,TUESDAY,7,0,0,0,0,1,1,Self-employed,0.193593505,0.432254345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-846.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
143905,5/15/2018,0,Cash loans,F,N,Y,0,157500.0,194031.0,23026.5,175500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-18285,-2576,-10547,-1827,,1,1,1,1,0,1,Core staff,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Trade: type 5,,0.720596132,0.431191798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1215.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
